gtin;gln;ndFreeOfAlcohol;regulatedProdName;functionalName;labelDescription;TradeItemDescr;ingredient_informatie
"3;01776E+12";"5;41008E+12";TRUE;Zachte biscuits met muesli. abrikoos en appel.;BISCUITS;;GRANY MOELLEUX BISCUITS MUESLI APPLE AND APRICOT OREO;"Ingrediënten: Muesli 29,8% [rozijnen 12,3%, HAVERVLOKKEN 11,3%, maïsvlokken 3,1% (maïs 2,9%, suiker, zout, GERSTEMOUTEXTRACT), kokosnoot 2,5%, gedroogde abrikozen 0,6% (equivalent abrikoos 3,3%)], TARWEBLOEM 14,4%, suiker, palmolie, glucosestroop, magere MELKPOEDER, stabilisator (sorbitolstroop), abrikozenpuree 3,3%, fructose-glucosestroop, blokjes met abrikoos 1,3% [abrikozenpulp 0,4%, suiker, appelpulp 0,2%, ananasvezels, verdikkingsmiddelen (natriumalginaat, dicalciumfosfaat), aroma's, kleurstof (bèta-caroteen), voedingszuur (citroenzuur), zuurteregelaar (trikaliumcitraat)], rijsmiddelen (dinatriumdifosfaat, natriumwaterstofcarbonaat), gemodificeerd zetmeel, geconcentreerde appelpuree 0,7% (equivalent appelpuree 4,6%), bevochtigingsmiddel (glycerol), TARWEVEZELS, voedingszuur (citroenzuur), zout, aroma's, geleermiddelen (pectinen, gellangom), zuurteregelaars (tricalciumcitraat, trinatriumcitraat), dextrose

Kan soja, ei, noten en sesam bevatten.
"
"3;04828E+12";"5;41008E+12";TRUE;Zachte cakejes met aardbeienpureevulling (28 %).;GEBAK;LU BEER 150G AARDBEI;LU GEBAK AARDBEI 150GR;Ingrediënten: Glucose-fructosestroop, TARWEBLOEM 24 %, aardbeienpuree 17 %, EIEREN, suiker, koolzaadolie, stabilisator (glycerol), appelpuree 2,5 %, magere MELKPOEDER 1,2 % en volle MELKPOEDER 0,8 % (equivalent MELK 19 %), geconcentreerd appelsap 1 % (equivalent appelsap 5,8 %), rijsmiddelen (difosfaten, kaliumcarbonaten), glucosestroop, emulgatoren (E472b, E475, E471), zout, magere cacaopoeder, zuurteregelaar (citroenzuur), geleermiddel (pectinen), natuurlijke aroma's, dextrose, verdikkingsmiddel (johannesbroodpitmeel).Kan soja bevatten.
"5;41004E+12";"5;41008E+12";TRUE;BISCUITS;BISCUITS;LU ABC The Original van Lulu 1000 g;ABC BISCUITS PUUR 1000GR;"Ingrediënten: TARWEBLOEM, suiker, palmolie, dextrose, volle MELKPOEDER, rijsmiddelen (natriumwaterstofcarbonaat, ammoniumwaterstofcarbonaat), zout, meelverbeteraar (NATRIUMMETABISULFIET), aroma

Kan ei, soja en sesam bevatten.
"
"5;41004E+12";"5;41008E+12";TRUE;BISCUITS MET VERSE EIEREN.;BISCUITS-FINGER;BOUDOIR 165G;BOUDOIR BISCUITS-FINGER SUPERMIX;Ingrediënten : Suiker, TARWEBLOEM, EIEREN 28 %, rijsmiddelen (ammoniumwaterstofcarbonaat, natriumwaterstofcarbonaat), aroma, emulgator(zonnebloemlecithine).
"5;41004E+12";"5;41008E+12";TRUE;GEVULDE WAFELS (42%) BEDEKT MET EEN CACAOFANTASIE (30%).;WAFEL;De Beukelaer Penny Melk 10 x 20 g;DE BEUKELAER PENNY WAFEL MELK CHOCOLADE LAAG;"Ingrediënten: TARWEBLOEM 33%, suiker, plantaardige oliën (kokos, palm, koolzaad in wisselende verhoudingen), magere cacaopoeder 5,5%, weipoeder (van MELK), lactose (van MELK), magere MELKPOEDER 3,1%, sheaboter, volle MELKPOEDER 1,1%, emulgatoren (SOJALECITHINE, E492), kleurstof (E150c), aroma's, rijsmiddelen (natriumwaterstofcarbonaat, ammoniumwaterstofcarbonaat), zout

Kan noten bevatten.
"
"5;41004E+12";"5;41008E+12";TRUE;Zacht cakeje met chocoladevulling (30%).;GEBAK;LU Lulu Beertje Chocolade 150 g;LIGA LULU GEBAK OURSON CHOCOLADEVULLING;"Ingrediënten: TARWEBLOEM 24,3%, glucose-fructosestroop, EIEREN 12,6 %, suiker, koolzaadolie 11,4%, chocolade 6 % (cacaomassa, suiker, magere cacaopoeder, emulgator (SOJALECITHINEN)), stabilisator (glycerol), TARWEZETMEEL, weipoeder (van MELK), magere MELKPOEDER 1,2% en volle MELKPOEDER 0,8% (equivalent MELK 19%), rijsmiddelen (difosfaten, kaliumcarbonaten), glucosestroop, emulgatoren (E472b, E475, SOJALECITHINEN), magere cacaopoeder 0,3%, zout, natuurlijk vanillearoma

Kan noten bevatten.
"
"5;41004E+12";"5;41008E+12";TRUE;Zacht cakeje met chocoladevulling (30%).;GEBAK;LU Lulu Beertje Chocolade 150 g;LIGA LULU GEBAK OURSON CHOCOLADEVULLING;"Ingrediënten: TARWEBLOEM 24,3%, glucose-fructosestroop, EIEREN 12,6 %, suiker, koolzaadolie 11,4%, chocolade 6 % (cacaomassa, suiker, magere cacaopoeder, emulgator (SOJALECITHINEN)), stabilisator (glycerol), TARWEZETMEEL, weipoeder (van MELK), magere MELKPOEDER 1,2% en volle MELKPOEDER 0,8% (equivalent MELK 19%), rijsmiddelen (difosfaten, kaliumcarbonaten), glucosestroop, emulgatoren (E472b, E475, SOJALECITHINEN), magere cacaopoeder 0,3%, zout, natuurlijk vanillearoma

Kan noten bevatten.
"
"5;41004E+12";"5;41008E+12";TRUE;Beschuiten;GEROOSTERD BROOD;LU Heudebert Naturel 300 g;HEUDEBERT GEROOSTERD BROOD NATUURLIJK;"Ingrediënten: TARWEBLOEM 96,3%, palmolie, suiker, gist, zout, emulgatoren (E471, E481), meelverbeteraar (ascorbinezuur)

Kan ei, melk en sesam bevatten."
"5;41004E+12";"5;41008E+12";TRUE;BISCUITS MET CHOCOLADE. VERRIJKT MET CALCIUM EN VITAMINES B1 EN B6.;BISCUITS-POCKET;LU Choco As Original 12 Stuks 240 g;CHOCO AS BISCUITS-POCKET CHOCOLATE TOPPING 240GR;"Ingrediënten: TARWEBLOEM 51,4%, chocolade 30,3% (suiker, cacaomassa, cacaoboter, weipoeder (van MELK), plantaardige vetten (illipe, mangopit, sal, shea en palm in wisselende verhoudingen), MELKVET, emulgator (SOJALECITHINE), vanillearoma)), suiker, palmolie, dextrose, rijsmiddelen (ammoniumwaterstofcarbonaat, natriumwaterstofcarbonaat), calciumcarbonaat, volle MELKPOEDER, zout, meelverbeteraar (NATRIUMSULFIET), vitamines (B1, B6)
"
"5;41004E+12";"5;41008E+12";TRUE;WAFELS MET KARAMELVULLING (49%). OMHULD MET MELKCHOCOLADE (36%).;WAFEL;LU Cha-Cha 8 x 27 g;LU WAFEL SUPERMIX;"Ingrediënten: Suiker, glucosestroop, TARWEBLOEM, geheel gehard kokosvet, cacaomassa, gesuikerde CONDENSMELK, invertsuikerstroop, cacaoboter, magere MELKPOEDER, weipoeder (van MELK), MELKVET, plantaardige oliën (illipe, mango, sal, shea en palm in wisselende verhoudingen), koolzaadolie, kandijstroop, magere cacaopoeder, emulgator (SOJALECITHINE), lactose en MELKEIWITTEN, volle MELKPOEDER, zout, kleurstof (E150c), rijsmiddelen (ammoniumwaterstofcarbonaat, natriumwaterstofcarbonaat), aroma's

Kan ei en sesam bevatten."
"7;6222E+12";"5;41008E+12";TRUE;Luikse wafel met botersmaak.;BISCUITS;LU Luikse Wafels Naturel 225 g;LU BISCUITS PUUR 225GR;"Ingrediënten: TARWEBLOEM 38%, parelsuiker 25%, margarine 18% [plantaardige oliën (koolzaad, palm), water, zout, emulgatoren (lecithinen, E471), zuurteregelaar (citroenzuur), aroma], EIEREN 7,5%, BOTERCONCENTRAAT 6%, natuurlijke bakkersgist 5%, volle MELK, invertsuikerstroop, stabilsator (sorbitol), SOJAMEEL, zout, aroma's
"
"7;6222E+12";"5;41008E+12";TRUE;Luikse wafel met botersmaak.;BISCUITS;LU Luikse Wafels Naturel 225 g;LU BISCUITS PUUR 225GR;"Ingrediënten: TARWEBLOEM 38%, parelsuiker 25%, margarine 18% [plantaardige oliën (koolzaad, palm), water, zout, emulgatoren (lecithinen, E471), zuurteregelaar (citroenzuur), aroma], EIEREN 7,5%, BOTERCONCENTRAAT 6%, natuurlijke bakkersgist 5%, volle MELK, invertsuikerstroop, stabilsator (sorbitol), SOJAMEEL, zout, aroma's
"
"7;62221E+12";"5;41008E+12";TRUE;Petits beurre;BISCUITS;LU Véritable Petit Beurre 24 Biscuits 200 g;VERITABLE PETIT BEURRE BISCUITS SUPERMIX;"Ingrediënten: TARWEBLOEM 73,4% , suiker, BOTER 13,6%, magere MELKPOEDER 1,3%, zout, rijsmiddelen (ammoniumwaterstofcarbonaat, natriumwaterstofcarbonaat), zuurteregelaar (citroenzuur) , aroma

Kan ei en sesam bevatten.
"
"7;62221E+12";"5;41008E+12";TRUE;DROGE BISCUITS.;BISCUITS;LU Petit Beukelaer The Original 24 Biscuits 165 g;PETIT BEUKELAER BISCUITS SUPERMIX  165G;"Ingrediënten: TARWEBLOEM 68,6 %, suiker, palmolie, magere MELKPOEDER, rijsmiddelen (ammoniumwaterstofcarbonaat, dinatriumdifosfaat, natriumwaterstofcarbonaat), zout, aroma's
"
"7;62221E+12";"5;41008E+12";TRUE;DROGE BISCUITS.;BISCUITS;nl : PB 1.32KG PK.;PETIT BEUKELAER BISCUITS SUPERMIX 1.32 KG;Ingrediënten: TARWEBLOEM 68,6%, suiker, palmolie, magere MELKPOEDER, rijsmiddelen (ammoniumwaterstofcarbonaat, dinatriumdifosfaat, natriumwaterstofcarbonaat), zout, aroma's. KAN EI EN SESAM BEVATTEN.
"7;62221E+12";"5;41008E+12";TRUE;Bewerkt voedingsmiddel op basis van granen voor baby's vanaf 6 maanden. Vanaf 6 maanden : geschikt om fijn te verkruimelen in vloeibare papjes. Vanaf 10 maanden: geschikt om als koek te eten.;BISCUITS-INFANT;LU Betterfood Het 1ste Koekje voor Papjes vanaf 6 Maanden en Ouder 6 Pakjes 175 g;BETTERFOOD KINDERKOEKEN VANAF 6 MAANDEN 175 GR;"Ingrediënten: TARWEBLOEM 71%, suiker, koolzaadolie, glucosestroop    , glucose-fructosestroop    , rijsmiddelen (ammoniumwaterstofcarbonaat, dinatriumdifosfaat, natriumwaterstofcarbonaat)    , emulgator (SOJALECITHINE)    , aroma, vitamine B1    

Kan ei en melk bevatten.
"
"7;62221E+12";"5;41008E+12";TRUE;Bewerkt voedingsmiddel op basis van granen voor kinderen. Met extra calcium. Vanaf 12 maanden.;BISCUITS-INFANT;LU Vitabis Het Eerste Kinderkoekje vanaf 12 Maanden 6 Pakjes 175 g;VITABIS KINDERKOEKEN SUPERMIX 175 GR;"Ingrediënten: Granen 67% (TARWEBLOEM 61,2 %, ROGGEBLOEM 2,9%, VOLKORENGERSTEMEEL 2,9%), suiker, koolzaadolie , magere MELKPOEDER , glucosestroop, palmolie , EIPOEDER , rijsmiddelen (ammoniumwaterstofcarbonaat, natriumwaterstofcarbonaat), lactose en MELKEIWITTEN, calciumcarbonaat , emulgator (SOJALECITHINE), aroma, vitamine B1
"
"7;62221E+12";"5;41008E+12";TRUE;BISCUITS;BISCUITS;LU ABC met Cacao van Lulu 400 g;ABC BISCUITS CACAO 400GR;"Ingrediënten: TARWEBLOEM 76%, suiker, palmolie, magere cacaopoeder 5,5%, dextrose, volle MELKPOEDER, rijsmiddelen (ammoniumcarbonaten, natriumcarbonaten), zout, aroma's, meelverbeteraar (NATRIUMMETABISULFIET)
"
"5;41009E+12";"5;41009E+12";TRUE;;Detergents:HeavyDuty;Witte Reus Waspoeder 2.475 kg  - 45 Wasbeurten;Witte Reus Waspoeder 2.475 kg  - 45 Wasbeurten;"(Detergenten verordening (EC) n° 648/2004):,5 - <15%: anionogene oppervlakteactieve stoffen,<5%: niet-ionogene oppervlakteactieve stoffen, fosfonaten, polycarboxylaten,Bevat ook: parfums, hexyl cinnamal, enzymen, optische witmiddelen

"
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Kracht Actief Exotisch 50gr;Witte Reus Toiletblok Kracht Actief Exotisch 50gr;Ingredienten: > 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Alpha-isomethyl ionone
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Kracht Actief Lavendel 50gr;WITTE REUS KA LAVENDER 50 G;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Coumarin,Linalool,Limoneen
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Kracht Actief Oceaan 50gr;Witte Reus Toiletblok Kracht Actief Oceaan 50gr;Ingredienten: > 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Citronellol,Coumarin
"5;41009E+12";"5;41009E+12";TRUE;;Detergents:HeavyDuty;Witte Reus Gel 5L - 100 wasbeurten;Witte Reus Gel 5L - 100 wasbeurten;Ingrediëntendeclaratie volgens Detergentenverordening 648/2004/EG: 5-15%: anionogene oppervlakteactieve stoffen,< 5%: niet-ionogene oppervlakteactieve stoffen,zeep,fosfonaten,Andere ingrediënten: Conserveringsmiddel,parfums,enzymen,optische witmiddelen,Hexyl cinnamal,Benzisothiazolinone,Methylisothiazolinone
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Pro Nature Munt Eucalyptus 50g;Witte Reus Toiletblok Pro Nature Munt Eucalyptus 50g;Ingredienten: > 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Geraniol
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok DeLuxe Lovely Jasmine 50 g;Witte Reus Toiletblok DeLuxe Lovely Jasmine 50 g;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Citral,Linalool,Limoneen
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok DeLuxe Delicate Magnolia 50 g;Witte Reus Toiletblok DeLuxe Delicate Magnolia 50 g;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,bevat: parfums,Hydroxycitronellal,Benzyl salicylate,Coumarin,Linalool
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Blauw Actief Hygiene;Witte Reus Toiletblok Blauw Actief Hygiene;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,< 5%: chloorbleekmiddelen,Andere ingrediënten: parfums
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Paars Actief;Witte Reus Toiletblok Paars Actief;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Amyl cinnamal,Coumarin,Linalool,Alpha-isomethyl ionone
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Turquoise Actief;Witte Reus Toiletblok Turquoise Actief;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Citronellol,Coumarin
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Blauw Actief Eucalyptus 2 Stuks;Witte Reus Toiletblok Blauw Actief Eucalyptus 2 Stuks;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Citronellol,Eugenol,Limoneen
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Turquoise Actief 100 g;Witte Reus Toiletblok Turquoise Actief 100 g;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Citronellol,Coumarin
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Blauw Actief Bloesem 100 g;Witte Reus Toiletblok Blauw Actief Bloesem 100 g;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Citronellol,Geraniol,Linalool,Alpha-isomethyl ionone
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Blauw Actief Hygiene 100g;Witte Reus Toiletblok Blauw Actief Hygiene 100g;Ingredienten: > 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,< 5%: chloorbleekmiddelen,Andere ingrediënten: parfums,Limoneen
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Kracht Actief Bloesem 100 g;Witte Reus Toiletblok Kracht Actief Bloesem 100 g;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Citronellol,Geraniol,Linalool
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok DeLuxe Delicate Magnolia 100 g;Witte Reus Toiletblok DeLuxe Delicate Magnolia 100 g;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,bevat: parfums,Hydroxycitronellal,Benzyl salicylate,Coumarin,Linalool
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Kracht Actief Oceaan 100gr;Witte Reus Toiletblok Kracht Actief Oceaan 100gr;Ingredienten: > 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Citronellol,Coumarin
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok Kracht Actief Lavendel 100gr;Witte Reus Toiletblok Kracht Actief Lavendel 100gr;Ingredienten: > 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Coumarin,Linalool,Limoneen
"5;41009E+12";"5;41009E+12";TRUE;;Detergents:HeavyDuty;Witte Reus Waspoeder 3.575 kg  - 65 Wasbeurten;WITTE REUS POWDER 3.575 65W;5-15%: anionogene oppervlakteactieve stoffen,< 5%: niet-ionogene oppervlakteactieve stoffen,fosfonaten,polycarboxylaten,Andere ingrediënten: parfums,enzymen,optische witmiddelen,Hexyl cinnamal
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Brilliant Gel All in 1 Arctic Ocean Toiletblok 42g;Witte Reus Brilliant Gel All in 1 Arctic Ocean Toiletblok 42g;Ingrediëntendeclaratie volgens Detergentenverordening 648/2004/EG: > 30%: niet-ionogene oppervlakteactieve stoffen,< 5%: anionogene oppervlakteactieve stoffen,Andere ingrediënten: Conserveringsmiddel,parfums,Citronellol,Geraniol,Linalool,Alpha-isomethyl ionone,Benzisothiazolinone,Methylisothiazolinone
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Brilliant Gel All in 1 Spring Rain 42g Toiletblok ;Witte Reus Brilliant Gel All in 1 Spring Rain 42g Toiletblok ;Ingrediëntendeclaratie volgens Detergentenverordening 648/2004/EG: > 30%: niet-ionogene oppervlakteactieve stoffen,< 5%: anionogene oppervlakteactieve stoffen,Andere ingrediënten: Conserveringsmiddel,parfums,Benzisothiazolinone,Methylisothiazolinone
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Brilliant Gel Toiletblok Magic Breeze 1 stuk;Witte Reus Brilliant Gel Toiletblok Magic Breeze 1 stuk;> 30%: niet-ionogene oppervlakteactieve stoffen,< 5%: anionogene oppervlakteactieve stoffen,Andere ingrediënten: Conserveringsmiddel,parfums,Citronellol,Citral,Coumarin,Alpha-isomethyl ionone,Hexyl cinnamal,Benzisothiazolinone,Methylisothiazolinone
"5;41009E+12";"5;41009E+12";TRUE;;Detergents:HeavyDuty;Witte Reus Power Caps - 52 wasbeurten;Witte Reus Power Caps - 52 wasbeurten;Ingrediëntendeclaratie volgens Detergentenverordening 648/2004/EG: 15-30%: niet-ionogene oppervlakteactieve stoffen,anionogene oppervlakteactieve stoffen,5-15%: zeep,< 5%: fosfonaten,Andere ingrediënten: parfums,enzymen,optische witmiddelen,Citronellol,Geraniol,Linalool,Hexyl cinnamal
"5;41009E+12";"5;41009E+12";TRUE;;Detergents:HeavyDuty;Witte Reus Gel 1L - 20 wasbeurten;Witte Reus Gel 1L - 20 wasbeurten;Ingrediëntendeclaratie volgens Detergentenverordening 648/2004/EG: 5-15%: anionogene oppervlakteactieve stoffen,< 5%: niet-ionogene oppervlakteactieve stoffen,zeep,fosfonaten,Andere ingrediënten: Conserveringsmiddel,parfums,enzymen,optische witmiddelen,Hexyl cinnamal,Benzisothiazolinone,Methylisothiazolinone
"5;41009E+12";"5;41009E+12";TRUE;;Detergents:HeavyDuty;Witte Reus Power Caps - 14 wasbeurten;Witte Reus Power Caps - 14 wasbeurten;Ingrediëntendeclaratie volgens Detergentenverordening 648/2004/EG: 15-30%: niet-ionogene oppervlakteactieve stoffen,anionogene oppervlakteactieve stoffen,5-15%: zeep,< 5%: fosfonaten,Andere ingrediënten: parfums,enzymen,optische witmiddelen,Citronellol,Geraniol,Linalool,Hexyl cinnamal
"5;41009E+12";"5;41009E+12";TRUE;;Detergents:HeavyDuty;Color Reus Power Caps - 14 wasbeurten;Color Reus Power Caps - 14 wasbeurten;Ingrediëntendeclaratie volgens Detergentenverordening 648/2004/EG: 15-30%: niet-ionogene oppervlakteactieve stoffen,anionogene oppervlakteactieve stoffen,5-15%: zeep,< 5%: fosfonaten,Andere ingrediënten: parfums,enzymen,Citronellol,Geraniol,Linalool,Hexyl cinnamal
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Toiletblok De Luxe Magic Moonflower 50g;Witte Reus Toiletblok De Luxe Magic Moonflower 50g;Ingrediëntendeclaratie volgens Detergentenverordening 648/2004/EG: > 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,parfums,Citronellol,Citral,Coumarin,Linalool,Limoneen
"5;41009E+12";"5;41009E+12";TRUE;;Detergents:HeavyDuty;Witte Reus Waspoeder 880 g - 16 Wasbeurten;WITTE REUS POWDER 16WL;5-15%: anionogene oppervlakteactieve stoffen,< 5%: niet-ionogene oppervlakteactieve stoffen,fosfonaten,polycarboxylaten,Andere ingrediënten: parfums,enzymen,optische witmiddelen,Hexyl cinnamal
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Geur Switch Appelbloesem Waterlelie 100gr;Witte Reus Geur Switch Appelbloesem Waterlelie 100gr;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Citronellol,Linalool,Alpha-isomethyl ionone
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Geur Switch Appelbloesem Waterlelie 50gr;Witte Reus Geur Switch Appelbloesem Waterlelie 50gr;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums,Citronellol,Linalool,Alpha-isomethyl ionone
"5;41009E+12";"5;41009E+12";TRUE;;WC Hygiene;Witte Reus Geur Switch Lotus Bamboe 50 gr;Witte Reus Geur Switch Lotus Bamboe 50 gr;> 30%: anionogene oppervlakteactieve stoffen,5-15%: niet-ionogene oppervlakteactieve stoffen,Andere ingrediënten: parfums
"5;41009E+12";"5;41009E+12";TRUE;;Detergents:HeavyDuty;Witte Reus Power Caps - 80 Wasbeurten;Witte Reus Power Caps - 80 Wasbeurten;15-30%: niet-ionogene oppervlakteactieve stoffen,anionogene oppervlakteactieve stoffen,5-15%: zeep,< 5%: fosfonaten,Andere ingrediënten: parfums,enzymen,optische witmiddelen,Citronellol,Geraniol,Linalool,Limoneen,Hexyl cinnamal
"5;41009E+12";"5;41009E+12";TRUE;;Detergents:HeavyDuty;Witte Reus Gel 4.0L - 80 wasbeurten;Witte Reus Gel 4.0L - 80 wasbeurten;5-15%: anionogene oppervlakteactieve stoffen,< 5%: niet-ionogene oppervlakteactieve stoffen,zeep,fosfonaten,Andere ingrediënten: Conserveringsmiddel,parfums,enzymen,optische witmiddelen,Hexyl cinnamal,Benzisothiazolinone,Methylisothiazolinone
"5;41014E+12";"5;41014E+12";TRUE;Koffiebonen;KOFFIEBONEN;Douwe Egberts Dessert Bonen 500 g;DOUWE EGBERTS KOFFIEBONEN DESSERT 500G BAG;
"5;41014E+12";"5;41014E+12";TRUE;Gemalen koffie;GEMALEN SNELFILTERKOFFIE;Douwe Egberts Aroma Evenwichtig 250 g;DOUWE EGBERTS KOFFIE SNELFILTERMALING AROMA 250G VACUUM PACK;
"5;41014E+12";"5;41014E+12";TRUE;Gemalen koffie;GEMALEN SNELFILTERKOFFIE;Douwe Egberts Black 250 g;DOUWE EGBERTS KOFFIE SNELFILTERMALING BLACK 250G VACUUM PACK;
"5;41014E+12";"5;41014E+12";TRUE;GEMALEN KOFFIE;GEMALEN KOFFIE;Douwe Egberts Mildou Subtiel & Zacht 250 g;DOUWE EGBERTS GEMALEN KOFFIE MILDOU 250G VACUUM PACK;
"5;41014E+12";"5;41014E+12";TRUE;GEMALEN KOFFIE;GEMALEN KOFFIE;Douwe Egberts Moka Royal Subtiel & Krachtig 250 g;DOUWE EGBERTS GEMALEN KOFFIE MOKA ROYAL 250G VACUUM PACK;
"5;41014E+12";"5;41014E+12";TRUE;GEMALEN KOFFIE;GEMALEN KOFFIE;Douwe Egberts Dessert Evenwichtig 250 g;DOUWE EGBERTS GEMALEN KOFFIE DESSERT 250G VACUUM PACK;
"5;41023E+12";"5;41023E+12";TRUE;Alcoholvrij witbier met frambozen. Met suiker en zoetstof.;Fruit beer;Hoegaarden Rosée 0.0% Fles 25 cl;HOEG ROSEE 0.0 RET0.25L CRA N;"Ingrediënten: Water, GERSTEMOUT, TARWE, suiker, minimaal 1,2% geconcentreerd vruchtensap (waarvan 48% frambozen), voedingszuur: citroenzuur, frambozenaroma, hop, koriander, sinaasappelschil, zoetstof: acesulfaam-K
"
"5;41023E+12";"5;41023E+12";TRUE;Alcoholvrij witbier met frambozen. Met suiker en zoetstof.;Fruitbier;Hoegaarden Rosée 0.0% Flessen 6 x 25 cl;HOEG ROSEE 0.0 RET 4x6 0.25L TRA TILO;"Ingrediënten: Water, GERSTEMOUT, TARWE, suiker, minimaal 1,2% geconcentreerd vruchtensap (waarvan 48% frambozen), voedingszuur: citroenzuur, frambozenaroma, hop, koriander, sinaasappelschil, zoetstof: acesulfaam-K
"
"5;41023E+12";"5;41023E+12";TRUE;Alcoholvrij bier;Special beers;Leffe Blond 0.0% Fles 33 cl;LEFF NA RET 0.33L TRA TILO;"Ingrediënten: Water, GERSTEMOUT, maïs, GERST, suiker, hop, natuurlijke aroma's
"
"5;41023E+12";"5;41023E+12";TRUE;ALCOHOLVRIJ BIER;Pilsbier;Jupiler Bier 0.0% Blik 50 cl;JUP 0.0 CAN 0.50L RIBB TRA;"Ingrediënten: Water, GERSTEMOUT, maïs, suiker, hop, natuurlijke aroma's
"
"5;41044E+12";"5;41044E+12";TRUE;Room (20% vet). UHT;room 20% vet;Campina Lichte Culinaire Room 20% Vet 2 x 250 ml ;Campina  Room 20% vet 2X250ml PE fles;"Ingrediënten: ROOM (20,4% vet), gemodificeerd maïszetmeel, stabilisator: cellulosegom
"
